0, 14.116961
1, 7.117693
2, 2.9502468
3, 2.9392586
4, 2.867817
5, 2.867817
6, 0.72530746
7, 0.72530746
8, 0.49242783
9, 0.49242783
10, 0.49242783
11, 0.49242783
12, 0.49242783
13, 0.49242783
14, 0.49242783
15, 0.49242783
16, 0.49242783
17, 0.49242783
18, 0.49242783
19, 0.49242783
20, 0.49242783
21, 0.49242783
22, 0.27255058
23, 0.27255058
24, 0.27255058
25, 0.11513138
26, 0.11513138
27, 0.07704353
28, 0.07704353
29, 0.07704353
30, 0.07704353
31, 0.07704353
32, 0.07704353
33, 0.07704353
34, 0.07704353
35, 0.07704353
36, 0.07704353
37, 0.038866043
38, 0.02101326
39, 0.02101326
40, 0.02101326
41, 0.02101326
42, 0.02101326
43, 0.02101326
44, 0.02101326
45, 0.020023346
46, 0.020023346
47, 0.020023346
48, 0.008176804
49, 0.008176804
50, 0.008176804
51, 0.008176804
52, 0.008176804
53, 0.008176804
54, 0.008176804
55, 0.008176804
56, 0.008176804
57, 0.008176804
58, 0.008176804
59, 0.008176804
60, 0.008176804
61, 0.008176804
62, 0.008176804
63, 0.008176804
64, 0.008176804
65, 0.008176804
66, 0.008176804
67, 0.008176804
68, 0.008176804
69, 0.008176804
70, 0.008176804
71, 0.008176804
72, 0.008176804
73, 0.008176804
74, 0.008176804
75, 0.008176804
76, 0.008176804
77, 0.008176804
78, 0.005004883
79, 0.005004883
80, 0.005004883
81, 0.005004883
82, 0.005004883
83, 0.005004883
84, 0.005004883
85, 0.005004883
86, 0.005004883
87, 0.005004883
88, 0.005004883
89, 0.005004883
90, 0.005004883
91, 0.005004883
92, 0.005004883
93, 0.005004883
94, 0.005004883
95, 0.005004883
96, 0.005004883
97, 0.005004883
98, 0.005004883
99, 0.005004883
100, 0.005004883
101, 0.005004883
102, 0.005004883
103, 0.005004883
104, 0.0045280457
105, 0.0045280457
106, 0.0045280457
107, 0.0045280457
108, 0.0045280457
109, 0.0045280457
110, 0.0045280457
111, 0.0045280457
112, 0.0044765472
113, 0.0044765472
114, 0.0044765472
115, 0.0044765472
116, 0.0044765472
117, 0.0044765472
118, 0.0044765472
119, 0.0044765472
120, 0.00434494
121, 0.00434494
122, 0.002948761
123, 0.002948761
124, 0.002948761
125, 0.002948761
126, 0.002948761
127, 0.002948761
128, 0.002948761
129, 0.002948761
130, 0.002948761
131, 0.002948761
132, 0.002948761
133, 0.002948761
134, 0.002948761
135, 0.002948761
136, 0.002948761
137, 0.0022277832
138, 0.0022277832
139, 0.0022277832
140, 0.0022277832
141, 0.0022277832
142, 0.0022277832
143, 0.0022277832
144, 0.0022277832
145, 0.0022277832
146, 0.0022277832
147, 0.0022277832
148, 0.0022277832
149, 0.0022277832
150, 0.0022277832
151, 0.0022277832
152, 0.0022277832
153, 0.0022277832
154, 0.0022277832
155, 0.0022277832
156, 0.0022277832
157, 0.0022277832
158, 0.0022277832
159, 0.0022277832
160, 0.0022277832
161, 0.0022277832
162, 0.0022277832
163, 0.0022277832
164, 0.0022277832
165, 0.0022277832
166, 0.0022277832
167, 0.0022277832
168, 0.0022277832
169, 0.0022277832
170, 0.0022277832
171, 0.0022277832
172, 0.0022277832
173, 0.0022277832
174, 0.0022277832
175, 0.0022277832
176, 0.0022277832
177, 0.0022277832
178, 0.0022277832
179, 0.0022277832
180, 0.0022277832
181, 0.0022277832
182, 0.0022277832
183, 0.0022277832
184, 0.0022277832
185, 0.0022277832
186, 0.0022277832
187, 0.0022277832
188, 0.0022277832
189, 0.0022277832
190, 0.0022277832
191, 0.0022277832
192, 0.0022277832
193, 0.0022277832
194, 0.0022277832
195, 0.0022277832
196, 0.0022277832
197, 0.0022277832
198, 0.0022277832
199, 0.0022277832
